tipo,modulo,simbolo_contrato,assinatura_campos,linha,confianca,consumo_relacao
function,forja_regimento_gate.py,_mapa_em_texto,(texto: str) -> dict,79,EXTRACTED,defines
function,forja_regimento_gate.py,_fatos_em_texto,(texto: str) -> list,94,EXTRACTED,defines
function,forja_regimento_gate.py,validar_regimento,"(sources_map, fact_ledger = <default>)",114,EXTRACTED,defines
function,forja_regimentos.py,_extrai_data,(bruto: str) -> date | None,90,EXTRACTED,defines
function,forja_regimentos.py,_primeiro,"(padroes: list[str], texto: str) -> str | None",114,EXTRACTED,defines
function,forja_regimentos.py,_data_do_rotulo,(texto: str) -> date | None,124,EXTRACTED,defines
class,forja_regimentos.py,Regimento,(),152,EXTRACTED,defines
method,forja_regimentos.py,Regimento.bloqueia,(self) -> bool,163,EXTRACTED,defines
function,forja_regimentos.py,auditar_arquivo,"(caminho: Path, *, hoje: date, limite_dias: int) -> Regimento",167,EXTRACTED,defines
function,forja_regimentos.py,auditar,"(raiz: Path, *, hoje: date | None = <default>, limite_dias: int = <default>) -> list[Regimento]",212,EXTRACTED,defines
function,forja_regimentos.py,_relatorio,(regs: list[Regimento]) -> str,220,EXTRACTED,defines
function,forja_regimentos.py,main,() -> int,243,EXTRACTED,defines
cli-command,forja_regimentos.py,<global>,"--raiz, --limite-dias, --json, --hoje",245,EXTRACTED,accepts_option
function,forja_regua.py,sha256_arquivo,(path),282,EXTRACTED,defines
function,forja_regua.py,_manifest_key,(value),286,EXTRACTED,defines
function,forja_regua.py,hashes_atuais,(),291,EXTRACTED,defines
function,forja_regua.py,verificar_integridade,(manifest = <default>),296,EXTRACTED,defines
function,forja_regua.py,rebaseline,(motivo),322,EXTRACTED,defines
function,forja_regua.py,rodar_suite,"(nome, timeout = <default>)",350,EXTRACTED,defines
function,forja_regua.py,main,(),373,EXTRACTED,defines
function,forja_release_audit.py,audit_packages,(state_root: Path) -> dict,13,EXTRACTED,defines
function,forja_release_audit.py,main,() -> int,46,EXTRACTED,defines
cli-command,forja_release_audit.py,<global>,"--state-root, --output, --fail-on-blocked",48,EXTRACTED,accepts_option
function,forja_render_docx.py,limpar_corpo,(doc),40,EXTRACTED,defines
function,forja_render_docx.py,add_runs_com_negrito,"(p, texto, base_bold = <default>)",47,EXTRACTED,defines
function,forja_render_docx.py,eh_assinatura,"(linha, contexto_pos_deferimento)",69,EXTRACTED,defines
function,forja_render_docx.py,_tipo_produto,"(texto, titulo)",76,EXTRACTED,defines
function,forja_render_docx.py,render,"(md_path, out_dir, titulo = <default>, tipo = <default>, *, case_dir = <default>, ledger_path = <default>, base_dir = <default>)",85,EXTRACTED,defines
function,forja_replay.py,_fontes,(ledger: dict) -> list,44,EXTRACTED,defines
function,forja_replay.py,_identificador,(fonte: dict) -> str,52,EXTRACTED,defines
function,forja_replay.py,_replays,(ledger: dict) -> dict,60,EXTRACTED,defines
function,forja_replay.py,_data,(valor) -> date | None,73,EXTRACTED,defines
function,forja_replay.py,validar_replay,"(ledger, *, hoje = <default>, limite_dias = <default>)",82,EXTRACTED,defines
function,forja_run.py,_artifact_path,(entry: dict) -> Path | None,44,EXTRACTED,defines
function,forja_run.py,_read_gate_artifact,(path_value: Path | str | None) -> Any,49,EXTRACTED,defines
function,forja_run.py,_resolve_input,"(case_dir: Path, state: dict, input_id: str) -> dict | None",61,EXTRACTED,defines
function,forja_run.py,prepare_attempt,"(case_dir: Path, phase: str, *, expected_revision: int, run_id: str | None = <default>, actor: str = <default>) -> dict",90,EXTRACTED,defines
function,forja_run.py,_raiz_do_caso,(alguma_saida: Path) -> Path | None,173,EXTRACTED,defines
function,forja_run.py,_lastro_context_base,"(context: dict, referencia: Path | None = <default>) -> Path | None",188,EXTRACTED,defines
function,forja_run.py,_achar_fact_ledger,"(artifacts: list[dict], referencia: Path | None) -> Path | None",216,EXTRACTED,defines
function,forja_run.py,_severidade_economica,(findings: list[dict]) -> str,239,EXTRACTED,defines
function,forja_run.py,_compute_lastro_gates,"(phase: str, artifacts: list[dict], context: dict) -> dict",247,EXTRACTED,defines
function,forja_run.py,_recompute_injecao,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",374,EXTRACTED,defines
function,forja_run.py,_recompute_politica_citacoes,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",399,EXTRACTED,defines
function,forja_run.py,_recompute_definicao,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",445,EXTRACTED,defines
function,forja_run.py,_recompute_regimento,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",528,EXTRACTED,defines
function,forja_run.py,_recompute_contexto,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",570,EXTRACTED,defines
function,forja_run.py,_recompute_red_team,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",622,EXTRACTED,defines
function,forja_run.py,_recompute_conselho,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",656,EXTRACTED,defines
function,forja_run.py,_recompute_ingestao,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",705,EXTRACTED,defines
function,forja_run.py,_recompute_exploracao,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",738,EXTRACTED,defines
function,forja_run.py,_recompute_pesquisa_oficial,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",772,EXTRACTED,defines
function,forja_run.py,_recompute_paragrafos,"(contract: dict, artifacts: list[dict], attempt_dir: Path, result: dict) -> None",814,EXTRACTED,defines
function,forja_run.py,_validate_result,"(attempt_dir: Path, contract: dict) -> tuple[dict, list[dict]]",863,EXTRACTED,defines
function,forja_run.py,_validate_f7_source_ledger,"(phase: str, artifacts: list[dict]) -> None",973,EXTRACTED,defines
function,forja_run.py,_validate_fable5_editorial,"(phase: str, artifacts: list[dict]) -> None",1006,EXTRACTED,defines
function,forja_run.py,_validate_human_style,"(phase: str, artifacts: list[dict]) -> None",1041,EXTRACTED,defines
function,forja_run.py,_promote_file,"(case_dir: Path, phase: str, artifact: dict) -> Path",1066,EXTRACTED,defines
function,forja_run.py,promote_attempt,"(case_dir: Path, attempt_dir: Path, *, expected_revision: int, actor: str = <default>) -> dict",1103,EXTRACTED,defines
function,forja_run.py,block_phase,"(case_dir: Path, phase: str, *, expected_revision: int, reason: str, blockers: list[str]) -> dict",1178,EXTRACTED,defines
function,forja_run.py,main,() -> None,1190,EXTRACTED,defines
cli-command,forja_run.py,<global>,case,1192,EXTRACTED,accepts_option
cli-command,forja_run.py,block,"phase, --expected-revision, --reason, --blocker",1201,EXTRACTED,accepts_option
cli-command,forja_run.py,promote,"attempt_dir, --expected-revision",1198,EXTRACTED,accepts_option
cli-command,forja_run.py,start,"phase, --expected-revision, --run-id",1194,EXTRACTED,accepts_option
function,forja_run_metrics.py,_safe_ledger,(path_value: str | None) -> dict,14,EXTRACTED,defines
function,forja_run_metrics.py,build_metrics,(case_dir: Path) -> dict,22,EXTRACTED,defines
function,forja_run_metrics.py,write_metrics,"(case_dir: Path, output: Path | None = <default>) -> dict",121,EXTRACTED,defines
function,forja_run_metrics.py,main,() -> None,128,EXTRACTED,defines
cli-command,forja_run_metrics.py,<global>,"case, --output",130,EXTRACTED,accepts_option
function,forja_science.py,_get_json,"(base: str, params: dict, *, timeout: int = <default>) -> dict",21,EXTRACTED,defines
function,forja_science.py,crossref_search,"(query: str, *, rows: int = <default>) -> dict",28,EXTRACTED,defines
function,forja_science.py,crossref_by_doi,(doi: str) -> dict,36,EXTRACTED,defines
function,forja_science.py,pubmed_search,"(query: str, *, rows: int = <default>) -> dict",49,EXTRACTED,defines
function,forja_science.py,ncbi_fetch,"(identifier: str, *, database: str = <default>) -> dict",62,EXTRACTED,defines
function,forja_science.py,openalex_search,"(query: str, *, rows: int = <default>, api_key: str | None = <default>) -> dict",76,EXTRACTED,defines
function,forja_science.py,discover,"(query: str, *, rows: int = <default>) -> dict",87,EXTRACTED,defines
function,forja_science.py,normalize_doi,(value: object) -> str | None,93,EXTRACTED,defines
function,forja_science.py,_bibliographic_text,(value: object) -> str,99,EXTRACTED,defines
function,forja_science.py,validate_classification,(payload: dict) -> list[dict],103,EXTRACTED,defines
function,forja_science.py,validate_protocol,(payload: dict) -> list[dict],116,EXTRACTED,defines
function,forja_science.py,validate_studies,(payload: dict) -> list[dict],127,EXTRACTED,defines
function,forja_science.py,validate_claims,"(payload: dict, study_ledger: dict | None = <default>) -> list[dict]",171,EXTRACTED,defines
function,forja_science.py,validate_synthesis,(payload: dict) -> list[dict],198,EXTRACTED,defines
function,forja_science.py,validate_audit,(payload: dict) -> list[dict],210,EXTRACTED,defines
function,forja_science.py,validate_case,(case_dir: Path) -> dict,222,EXTRACTED,defines
function,forja_science.py,main,() -> None,244,EXTRACTED,defines
cli-command,forja_science.py,<global>,,248,EXTRACTED,accepts_option
cli-command,forja_science.py,search,"query, --rows",249,EXTRACTED,accepts_option
cli-command,forja_science.py,validate,case,247,EXTRACTED,accepts_option
function,forja_sources.py,classificar_produto,(texto),32,EXTRACTED,defines
function,forja_sources.py,detectar_tribunal,(texto),45,EXTRACTED,defines
function,forja_sources.py,validar_regimento,(path),65,EXTRACTED,defines
function,forja_sources.py,localizar_regimento,"(tribunal, case_folder)",81,EXTRACTED,defines
function,forja_sources.py,merge_by_id,"(existing, new_items)",94,EXTRACTED,defines
function,forja_sources.py,merge_gates,"(existing, new_items)",107,EXTRACTED,defines
function,forja_sources.py,append_unique,"(existing, value)",119,EXTRACTED,defines
function,forja_sources.py,processar_caso,(state_path),126,EXTRACTED,defines
function,forja_sources.py,main,(),246,EXTRACTED,defines
function,forja_state_machine.py,_phase_index,(phase: str) -> int,85,EXTRACTED,defines
function,forja_state_machine.py,_highest_completed_index,(state: dict) -> int,92,EXTRACTED,defines
function,forja_state_machine.py,event_paths,(case_dir: Path) -> list[Path],100,EXTRACTED,defines
function,forja_state_machine.py,load_events,(case_dir: Path) -> list[dict],108,EXTRACTED,defines
function,forja_state_machine.py,_base_state,(case_dir: Path) -> dict,123,EXTRACTED,defines
function,forja_state_machine.py,derive_state,"(case_dir: Path, events: list[dict] | None = <default>) -> dict",162,EXTRACTED,defines
function,forja_state_machine.py,_validate_transition,"(events: list[dict], event_type: str, phase: str | None, payload: dict) -> None",303,EXTRACTED,defines
function,forja_state_machine.py,_materialize_locked,"(case_dir: Path, events: list[dict]) -> dict",349,EXTRACTED,defines
function,forja_state_machine.py,record_event,"(case_dir: Path, event_type: str, *, expected_revision: int, idempotency_key: str, phase: str | None = <default>, actor: str = <default>, run_id: str | None = <default>, attempt_id: str | None = <default>, demand_id: str | None = <default>, artifact_hashes: dict | None = <default>, payload: dict | None = <default>) -> tuple[dict, dict, bool]",357,EXTRACTED,defines
function,forja_state_machine.py,tempfile_event,"(directory: Path, event_id: str) -> tuple[int, str]",436,EXTRACTED,defines
function,forja_state_machine.py,initialize_case,"(case_dir: Path, *, demand_id: str | None = <default>, from_legacy: bool = <default>) -> dict",442,EXTRACTED,defines
function,forja_state_machine.py,main,() -> None,491,EXTRACTED,defines
cli-command,forja_state_machine.py,<global>,"case, --state-root",493,EXTRACTED,accepts_option
cli-command,forja_state_machine.py,event,"type, --phase, --expected-revision, --idempotency-key, --actor, --payload",500,EXTRACTED,accepts_option
cli-command,forja_state_machine.py,init,"--demand-id, --from-legacy",496,EXTRACTED,accepts_option
cli-command,forja_state_machine.py,status,,499,EXTRACTED,accepts_option
function,forja_svg_docx.py,_local,(tag: str) -> str,39,EXTRACTED,defines
function,forja_svg_docx.py,_number,"(value: object, default: float = <default>) -> float",43,EXTRACTED,defines
function,forja_svg_docx.py,_svg_ratio,(path: Path) -> float,48,EXTRACTED,defines
function,forja_svg_docx.py,_paragraphs,(container),61,EXTRACTED,defines
function,forja_svg_docx.py,_next_docpr_id,(document) -> int,71,EXTRACTED,defines
function,forja_svg_docx.py,_new_svg_part,"(document, path: Path)",81,EXTRACTED,defines
function,forja_svg_docx.py,_inline_svg,"(document, path: Path, width_cm: float, docpr_id: int)",88,EXTRACTED,defines
function,forja_svg_docx.py,_validate_svg,(path: Path) -> dict,174,EXTRACTED,defines
function,forja_svg_docx.py,inserir_svgs,"(docx_path: str | Path, figuras: dict) -> dict",193,EXTRACTED,defines
function,forja_varredura_tipografica.py,_e_entregavel,(caminho: Path) -> bool,64,EXTRACTED,defines
function,forja_varredura_tipografica.py,_caso_de,(caminho: Path) -> str,72,EXTRACTED,defines
function,forja_varredura_tipografica.py,_familia_de,"(caminho: Path) -> tuple[str, ...]",91,EXTRACTED,defines
function,forja_varredura_tipografica.py,_tem_marca_correcao,(nome: str) -> bool,102,EXTRACTED,defines
function,forja_varredura_tipografica.py,_tokens_do_caminho,(caminho: Path) -> set[str],114,EXTRACTED,defines
function,forja_varredura_tipografica.py,_mesmo_caso,"(a: Path, b: Path, familia: tuple[str, ...]) -> bool",127,EXTRACTED,defines
function,forja_varredura_tipografica.py,_marcar_superadas,(medidas: list) -> None,136,EXTRACTED,defines
function,forja_varredura_tipografica.py,varrer,"(raiz = <default>, piso = <default>) -> dict",188,EXTRACTED,defines
function,forja_varredura_tipografica.py,_relatar,"(laudo: dict, limite: int) -> None",258,EXTRACTED,defines
cli-command,forja_varredura_tipografica.py,<global>,"--json, --limite",288,EXTRACTED,accepts_option
function,forja_verificador.py,_ctx,"(texto, ini, fim, alcance = <default>)",113,EXTRACTED,defines
function,forja_verificador.py,_indice_fontes_oficiais,(),142,EXTRACTED,defines
function,forja_verificador.py,gate_g11,"(texto, fontes = <default>)",161,EXTRACTED,defines
function,forja_verificador.py,gate_g1,(texto),210,EXTRACTED,defines
function,forja_verificador.py,gate_g2,"(texto, tipo = <default>)",231,EXTRACTED,defines
function,forja_verificador.py,gate_g3,(texto),258,EXTRACTED,defines
function,forja_verificador.py,gate_g4,(texto),268,EXTRACTED,defines
function,forja_verificador.py,gate_g5,(texto),290,EXTRACTED,defines
function,forja_verificador.py,gate_g6,"(texto, tipo = <default>)",302,EXTRACTED,defines
function,forja_verificador.py,gate_g7,(texto),317,EXTRACTED,defines
function,forja_verificador.py,gate_g8,"(texto, tipo)",334,EXTRACTED,defines
function,forja_verificador.py,gate_g9,"(texto, tipo)",354,EXTRACTED,defines
function,forja_verificador.py,_carregar_contexto_lastro,"(case_dir = <default>, ledger = <default>, base_dir = <default>)",365,EXTRACTED,defines
function,forja_verificador.py,verificar,"(texto, tipo = <default>, *, ledger = <default>, base_dir = <default>, case_dir = <default>, exigir_economico = <default>)",410,EXTRACTED,defines
function,forja_visual.py,_norm,(s),46,EXTRACTED,defines
function,forja_visual.py,_e_enderecamento,(linha),53,EXTRACTED,defines
function,forja_visual.py,_consome_tabela,"(linhas, i)",58,EXTRACTED,defines
function,forja_visual.py,_larguras_tabela,"(header, corpo, total = <default>)",66,EXTRACTED,defines
class,forja_visual.py,_Mapa,(),82,EXTRACTED,defines
method,forja_visual.py,_Mapa.__init__,"(self, mapa, texto_md)",83,EXTRACTED,defines
method,forja_visual.py,_Mapa._valida,"(anc, texto_md, tipo)",140,EXTRACTED,defines
function,forja_visual.py,compor,"(md_path, out_docx, mapa, *, case_dir = <default>, ledger_path = <default>, base_dir = <default>)",145,EXTRACTED,defines
function,forja_visual_build.py,_tipo_produto,"(texto, titulo)",35,EXTRACTED,defines
function,forja_visual_build.py,build,"(md_path, out_dir, titulo = <default>, tipo = <default>, montar_word = <default>, *, case_dir = <default>, ledger_path = <default>, base_dir = <default>)",44,EXTRACTED,defines
cli-command,forja_visual_build.py,<global>,"md_path, out_dir, titulo, --case-dir, --ledger, --base-dir",200,EXTRACTED,accepts_option
function,forja_visual_figuras.py,_limpa,(t),32,EXTRACTED,defines
function,forja_visual_figuras.py,_chave,"(d, m, a)",36,EXTRACTED,defines
function,forja_visual_figuras.py,_mascara,(texto),52,EXTRACTED,defines
function,forja_visual_figuras.py,_datas,(texto),57,EXTRACTED,defines
function,forja_visual_figuras.py,_oracao,"(frase, pos_data, limite = <default>)",84,EXTRACTED,defines
function,forja_visual_figuras.py,_fonte_cronologica,(texto_md),116,EXTRACTED,defines
function,forja_visual_figuras.py,extrair_cronologia,"(texto_md, minimo = <default>, maximo = <default>)",152,EXTRACTED,defines
function,forja_visual_figuras.py,carregar_brief,(md_path),220,EXTRACTED,defines
function,forja_visual_figuras.py,validar_brief,"(brief, texto_md)",229,EXTRACTED,defines
function,forja_visual_figuras.py,extrair_encadeamento,"(texto_md, brief = <default>, minimo = <default>, maximo = <default>)",267,EXTRACTED,defines
function,forja_visual_figuras.py,extrair_comparacao,"(texto_md, min_linhas = <default>, max_linhas = <default>)",287,EXTRACTED,defines
function,forja_visual_figuras.py,gerar_figuras,"(texto_md, out_dir, mapa, largura_cm = <default>, brief = <default>)",313,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_norm,(s),38,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_e_enderecamento,(linha),45,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_varre,(texto_md),58,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_limpa,(t),200,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_ancora,"(par, alvo_norm = <default>, minimo = <default>, maximo = <default>)",204,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_frase,"(par, minimo = <default>, maximo = <default>)",224,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_titulo_precedente,(texto),262,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_rotulo_curto,"(texto, limite = <default>)",268,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_rotulos_sintese,"(sintese_linhas, maximo = <default>)",286,EXTRACTED,defines
function,forja_visual_mapa_gen.py,gerar_mapa,"(md_path, tipo = <default>, com_figuras = <default>, max_pulls = <default>, max_caixas = <default>)",328,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_autovalidar,"(mapa, texto_md)",474,EXTRACTED,defines
function,forja_visual_mapa_gen.py,_checa,"(anc, alvo, vistos, origem)",488,EXTRACTED,defines
function,forja_visual_mapa_gen.py,gravar_mapa,"(md_path, destino = <default>, **kw)",499,EXTRACTED,defines
function,forja_visual_qa.py,lint_text,(text: str) -> list[dict],27,EXTRACTED,defines
function,forja_visual_qa.py,lint_docx,(path: Path) -> dict,41,EXTRACTED,defines
function,forja_visual_qa.py,_overlap_ratio,"(left: tuple[float, float, float, float], right: tuple[float, float, float, float]) -> float",53,EXTRACTED,defines
function,forja_visual_qa.py,inspect_pdf,"(pdf: Path, qa_dir: Path, *, generator_run_id: str, reviewer_run_id: str, dpi: int = <default>) -> dict",62,EXTRACTED,defines
function,forja_visual_qa.py,run_visual_qa,"(pdf: Path, output: Path, *, qa_dir: Path, generator_run_id: str, reviewer_run_id: str, docx: Path | None = <default>, markdown: Path | None = <default>, fidelity_output: Path | None = <default>, svgs: list[Path] | None = <default>, manual_review: Path | None = <default>, pending_review_output: Path | None = <default>, layout_exceptions: Path | None = <default>) -> dict",127,EXTRACTED,defines
function,forja_visual_qa.py,main,() -> None,221,EXTRACTED,defines
cli-command,forja_visual_qa.py,<global>,"pdf, output, --qa-dir, --generator-run, --reviewer-run, --docx, --markdown, --fidelity-output, --svg, --manual-review, --pending-review-output, --layout-exceptions",223,EXTRACTED,accepts_option
function,forja_visual_qa_structural.py,_svg_check,(path: Path) -> dict,21,EXTRACTED,defines
function,forja_visual_qa_structural.py,_package_audit,(docx: Path) -> dict,47,EXTRACTED,defines
function,forja_visual_qa_structural.py,_docx_lint,(docx: Path) -> dict,82,EXTRACTED,defines
function,forja_visual_qa_structural.py,auditar_documento,"(docx: str | Path, *, markdown: str | Path | None = <default>, svgs: list[str | Path] | None = <default>) -> dict",94,EXTRACTED,defines
function,forja_visual_qa_structural.py,write_audit,"(docx: str | Path, output: str | Path, *, markdown = <default>, svgs = <default>) -> dict",127,EXTRACTED,defines
function,forja_visual_review.py,_rendered_page_map,"(rendered_pages: list[dict]) -> dict[int, dict]",37,EXTRACTED,defines
function,forja_visual_review.py,build_pending_review,"(output: Path, *, pdf: Path, rendered_pages: list[dict], generator_run_id: str, docx: Path | None = <default>) -> dict",48,EXTRACTED,defines
function,forja_visual_review.py,validate_visual_review,"(review_path: Path, *, pdf: Path, rendered_pages: list[dict], generator_run_id: str, expected_reviewer_run_id: str | None = <default>, docx: Path | None = <default>) -> dict",86,EXTRACTED,defines
function,generate_n4_contracts.py,generate,() -> None,545,EXTRACTED,defines
function,render_forja_atlas.py,slugify,(value: str) -> str,22,EXTRACTED,defines
function,render_forja_atlas.py,mermaid_command,() -> str,28,EXTRACTED,defines
function,render_forja_atlas.py,namespace_svg_ids,"(svg: str, diagram_index: int) -> str",35,EXTRACTED,defines
function,render_forja_atlas.py,render_diagrams,"(markdown: str, assets: Path) -> tuple[str, list[dict]]",49,EXTRACTED,defines
function,render_forja_atlas.py,build_html,"(source: Path, output: Path) -> dict",104,EXTRACTED,defines
function,render_forja_atlas.py,main,() -> None,284,EXTRACTED,defines
cli-command,render_forja_atlas.py,<global>,"--source, --output",286,EXTRACTED,accepts_option
cli-command,run_post_protocol_job.ps1,run_post_protocol_job.ps1,"$Query, $MaxResults",1,EXTRACTED,accepts_option
function,validate_forja_n3.py,run_command,"(name: str, command: list[str], *, timeout: int) -> dict",54,EXTRACTED,defines
function,validate_forja_n3.py,validate_json_files,() -> dict,88,EXTRACTED,defines
function,validate_forja_n3.py,main,() -> None,101,EXTRACTED,defines
cli-command,validate_forja_n3.py,<global>,"--real-word, --run-replay, --output",103,EXTRACTED,accepts_option
schema,phase_contracts/F0.json,F0,,1,EXTRACTED,validates_against
schema,phase_contracts/F1.json,F1,,1,EXTRACTED,validates_against
schema,phase_contracts/F10.json,F10,,1,EXTRACTED,validates_against
schema,phase_contracts/F2.json,F2,,1,EXTRACTED,validates_against
schema,phase_contracts/F3.json,F3,,1,EXTRACTED,validates_against
schema,phase_contracts/F4.json,F4,,1,EXTRACTED,validates_against
schema,phase_contracts/F5.json,F5,,1,EXTRACTED,validates_against
schema,phase_contracts/F6.json,F6,,1,EXTRACTED,validates_against
schema,phase_contracts/F7.json,F7,,1,EXTRACTED,validates_against
schema,phase_contracts/F8.json,F8,,1,EXTRACTED,validates_against
schema,phase_contracts/F9.json,F9,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/EXTENSIONS.json,EXTENSIONS,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F0.json,F0,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F1.json,F1,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F10.json,F10,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F2.json,F2,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F3.json,F3,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F4.json,F4,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F5.json,F5,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F6.json,F6,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F7.json,F7,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F8.json,F8,,1,EXTRACTED,validates_against
schema,phase_contracts_n4/F9.json,F9,,1,EXTRACTED,validates_against
schema,n4_schemas/ARTIFACT_CATALOG.json,ARTIFACT_CATALOG,,1,EXTRACTED,validates_against
schema,n4_schemas/common.schema.json,common.schema.json,"applicability, artifactType, caseId, contentHash, createdAt, issues, justification, phase, producerRunId, reviewerRunId, schemaVersion, sourceHashes, specVersion, status, updatedAt",1,EXTRACTED,validates_against
schema,n4_schemas/document_comparison.schema.json,document_comparison.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f10_delivery_integrity.schema.json,f10_delivery_integrity.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f10_human_diff_classification.schema.json,f10_human_diff_classification.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f2_n4_classification.schema.json,f2_n4_classification.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f2_question_tree.schema.json,f2_question_tree.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f3_conduct_ledger.schema.json,f3_conduct_ledger.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f3_document_comparison.schema.json,f3_document_comparison.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f3_event_identity.schema.json,f3_event_identity.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f3_mapa_destinatario.schema.json,f3_mapa_destinatario.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f3_reasoning_graph.schema.json,f3_reasoning_graph.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_case_acceptance_tests.schema.json,f4_case_acceptance_tests.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_coverage_matrix.schema.json,f4_coverage_matrix.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_decision_factor_map.schema.json,f4_decision_factor_map.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_intertemporal_map.schema.json,f4_intertemporal_map.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_quantification_scenarios.schema.json,f4_quantification_scenarios.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_settlement_map.schema.json,f4_settlement_map.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_signature_brief.schema.json,f4_signature_brief.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f4_thesis_maturity.schema.json,f4_thesis_maturity.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f5c_claim_evidence_map.schema.json,f5c_claim_evidence_map.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f5c_evidence_synthesis.schema.json,f5c_evidence_synthesis.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f5c_research_protocol.schema.json,f5c_research_protocol.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f5c_study_ledger.schema.json,f5c_study_ledger.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f7_case_test_results.schema.json,f7_case_test_results.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f7_global_consistency.schema.json,f7_global_consistency.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f7_metacognitive_audit.schema.json,f7_metacognitive_audit.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f7_science_audit.schema.json,f7_science_audit.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/f9_delivery_selection.schema.json,f9_delivery_selection.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/learning_candidate.schema.json,learning_candidate.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/N4_LAYOUT_PROFILES.json,N4_LAYOUT_PROFILES,,1,EXTRACTED,validates_against
schema,n4_schemas/post_protocol_baseline_backfill.schema.json,post_protocol_baseline_backfill.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/post_protocol_return.schema.json,post_protocol_return.schema.json,,1,EXTRACTED,validates_against
schema,n4_schemas/protocol_evidence.schema.json,protocol_evidence.schema.json,,1,EXTRACTED,validates_against
schema,pso_schemas/pso_case.schema.json,FORJA PSO-Pet case design,"caseId, contextPlan, diagnosis, evaluationPlan, executionMode, interventionPlan, methodVersion, options, problemDefinition, profile, requirements, schemaVersion, selection, sourceRegistry, validation",1,EXTRACTED,validates_against
schema,pso_schemas/PSO_CASE_EXAMPLE.json,PSO_CASE_EXAMPLE,,1,EXTRACTED,validates_against
